Position Holder,Issuer,ISIN,Position Date,Net Short Position (%),Reporting Date,Cancellation Date
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-09-12,0,2018-09-13,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-08-23,"0,87",2018-08-24,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-07-20,"1,06",2018-07-23,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-07-19,"1,13",2018-07-20,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-07-17,"1,74",2018-07-18,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-07-16,"1,81",2018-07-17,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-06-22,"1,92",2018-06-25,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-06-20,"1,82",2018-06-21,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-06-15,"1,73",2018-06-18,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-06-14,1,2018-06-15,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-04-18,"0,9",2018-04-19,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-04-11,"0,8",2018-04-12,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-04-06,"0,71",2018-04-09,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-03-12,"0,6",2018-03-13,
Otus Capital Management,DO & CO Aktiengesellschaft,AT0000818802,2018-03-09,"0,58",2018-03-12,
Otus Capital Management,Lenzing Aktiengesellschaft,AT0000644505,2015-03-10,"0,49",2015-03-11,
Otus Capital Management,Lenzing Aktiengesellschaft,AT0000644505,2015-03-09,"0,5",2015-03-10,
PAC-INVEST PTY LTD,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-03,"0,49",2014-06-04,
PAC-INVEST PTY LTD,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-23,"0,58",2014-05-26,
PAC-INVEST PTY LTD,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-12,"0,62",2014-05-13,
PAC-INVEST PTY LTD,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2015-09-09,"0,5",2015-09-10,2015-09-15
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2024-01-24,"0,49",2024-01-25,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2024-01-17,"0,59",2024-01-18,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2024-01-16,"0,64",2024-01-17,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2024-01-12,"0,76",2024-01-15,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2024-01-03,"0,8",2024-01-04,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2023-11-22,"0,79",2023-11-23,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2023-11-10,"0,85",2023-11-13,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2023-10-31,"0,7",2023-11-01,
Pantechnicon Advisors LLP,Wienerberger AG,AT0000831706,2023-10-30,"0,69",2023-10-31,
Pelham Global Financials Ltd,Raiffeisen Bank International AG,AT0000606306,2022-05-12,"0,43",2022-05-13,
Pelham Global Financials Ltd,Raiffeisen Bank International AG,AT0000606306,2022-05-06,"0,55",2022-05-09,
Pelham Global Financials Ltd,Raiffeisen Bank International AG,AT0000606306,2022-04-07,"0,62",2022-04-08,
Pelham Global Financials Ltd,Raiffeisen Bank International AG,AT0000606306,2022-03-08,"0,52",2022-03-09,
Petrus Advisers Ltd.,BAWAG Group AG,AT0000BAWAG2,2023-09-21,"0,39",2023-09-22,
Petrus Advisers Ltd.,BAWAG Group AG,AT0000BAWAG2,2023-09-20,"0,52",2023-09-21,
Petrus Advisers Ltd.,BAWAG Group AG,AT0000BAWAG2,2023-07-14,"0,32",2023-07-17,
Petrus Advisers Ltd.,BAWAG Group AG,AT0000BAWAG2,2023-07-06,"0,52",2023-07-07,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-10-22,"0,47",2020-10-23,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-09-17,"0,56",2020-09-18,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-08-12,"0,69",2020-08-13,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-08-04,"0,79",2020-08-05,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-07-15,"0,84",2020-07-16,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-06-25,"1,09",2020-06-26,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-06-24,"1,12",2020-06-25,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-06-04,"1,2",2020-06-15,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-06-04,"1,2",2020-06-05,2020-06-15
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-05-01,"1,37",2020-05-26,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-04-01,"1,43",2020-05-26,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-04-01,"1,39",2020-04-02,2020-05-26
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-03-19,"0,48",2020-03-20,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-03-17,"1,46",2020-03-18,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-03-17,"0,56",2020-03-18,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-03-12,"1,36",2020-03-13,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-03-03,"1,2",2020-03-04,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2020-02-28,"1,12",2020-03-02,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-12-20,1,2019-12-23,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-12-18,"0,95",2019-12-19,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-12-02,"0,86",2019-12-03,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-10-28,"0,98",2019-10-29,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-10-16,"1,08",2019-10-17,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-10-15,"1,13",2019-10-16,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-09-19,"1,2",2019-09-20,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-08-12,"1,1",2019-08-13,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-07-12,"1,01",2019-07-15,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-06-27,"0,96",2019-06-28,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-06-04,"0,97",2019-06-05,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-05-29,"1,04",2019-05-30,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-05-08,"0,9",2019-05-09,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-05-07,"0,86",2019-05-08,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-05-06,"1,01",2019-06-06,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-04-05,"0,77",2019-04-08,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-03-26,"0,84",2019-03-27,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-03-18,"0,76",2019-03-19,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-03-18,"0,76",2019-03-19,2019-03-19
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-02-07,"0,81",2019-02-08,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2019-02-04,"0,74",2019-02-05,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2018-12-18,"0,66",2018-12-19,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2018-12-06,"0,72",2018-12-07,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2018-10-29,"0,62",2018-10-30,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2018-10-24,"0,56",2018-10-25,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2018-07-04,"0,49",2018-07-05,
Pictet Asset Management SA,voestalpine AG,AT0000937503,2018-06-21,"0,51",2018-06-22,
Pine River Capital Management L.P.,BUWOG AG,AT00BUWOG001,2015-09-15,"0,09",2016-05-02,
Pine River Capital Management L.P.,BUWOG AG,AT00BUWOG001,2015-09-14,"0,53",2016-05-02,
Pine River Capital Management L.P.,BUWOG AG,AT00BUWOG001,2015-09-11,"0,61",2016-05-02,
Pine River Capital Management L.P.,BUWOG AG,AT00BUWOG001,2015-09-04,"0,77",2016-05-02,
Pine River Capital Management L.P.,BUWOG AG,AT00BUWOG001,2015-09-01,"0,62",2016-05-02,
Pine River Capital Management L.P.,BUWOG AG,AT00BUWOG001,2015-08-24,"0,59",2016-05-02,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-03-17,"0,48",2023-03-20,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-03-06,"0,59",2023-03-07,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-02-28,"0,67",2023-03-01,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-01-31,"0,79",2023-02-01,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-11-07,"0,82",2022-11-08,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-11-04,"0,75",2022-11-07,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-11-02,"0,67",2022-11-03,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-07-21,"0,7",2022-07-22,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-07-08,"0,63",2022-07-10,
"Point72 Asset Management, L.P.",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-07-01,"0,55",2022-07-04,
"Point72 Asset Management, L.P.",Wienerberger AG,AT0000831706,2025-04-15,"0,49",2025-04-16,
"Point72 Asset Management, L.P.",Wienerberger AG,AT0000831706,2025-03-21,"0,5",2025-03-24,
Point72 Europe (London) LLP,voestalpine AG,AT0000937503,2020-03-19,"0,4",2020-03-20,
Point72 Europe (London) LLP,voestalpine AG,AT0000937503,2020-03-16,"0,57",2020-03-17,
Point72 Europe (London) LLP,voestalpine AG,AT0000937503,2020-03-12,"0,71",2020-03-13,
Point72 Europe (London) LLP,voestalpine AG,AT0000937503,2020-03-10,"0,61",2020-03-11,
Point72 Europe (London) LLP,voestalpine AG,AT0000937503,2020-03-09,"0,55",2020-03-10,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-12-17,"0,49",2025-12-18,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-12-16,"0,55",2025-12-17,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-12-02,"0,6",2025-12-03,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-11-26,"0,53",2025-11-27,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-11-18,"0,67",2025-11-19,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-11-06,"0,77",2025-11-07,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-10-31,"0,84",2025-11-03,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-10-20,"0,74",2025-10-21,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-10-16,"0,6",2025-10-17,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-09-26,"0,71",2025-09-29,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-09-19,"0,63",2025-09-22,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-09-10,"0,52",2025-09-11,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-07-31,"0,47",2025-08-01,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-07-30,"0,55",2025-07-31,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-07-28,"0,68",2025-07-29,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-07-09,"0,78",2025-07-10,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-07-04,"0,64",2025-07-07,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-02-26,"0,42",2025-02-27,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-02-17,"0,64",2025-02-18,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2025-02-14,"0,8",2025-02-17,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2024-12-30,"0,93",2024-12-31,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2024-12-20,"0,82",2024-12-23,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2024-11-12,"0,77",2024-11-13,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2024-10-15,"0,62",2024-10-16,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2024-09-27,"0,53",2024-09-30,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2024-08-01,"0,38",2024-08-02,
Point72 Europe (London) LLP,Wienerberger AG,AT0000831706,2024-07-17,"0,5",2024-07-18,
QUARTYS Limited,PORR AG,AT0000609607,2021-11-08,"0,49",2021-11-09,
QUARTYS Limited,PORR AG,AT0000609607,2021-11-02,"0,74",2021-11-03,
QUARTYS Limited,PORR AG,AT0000609607,2021-11-01,"0,69",2021-11-02,
QUARTYS Limited,PORR AG,AT0000609607,2021-10-29,"0,55",2021-11-01,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-04-03,0,2025-04-04,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-03-17,"1,29",2025-03-18,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-03-03,"1,3",2025-03-04,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-02-28,"1,28",2025-03-03,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-01-31,"1,5",2025-02-03,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-01-09,"1,4",2025-01-10,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-01-02,"1,3",2025-01-03,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-12-20,"1,21",2024-12-23,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-12-18,"1,17",2024-12-19,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-12-05,"1,02",2024-12-06,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-12-04,"0,99",2024-12-05,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-12-03,1,2024-12-04,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-11-25,"0,9",2024-11-26,
Qube Research & Technologies Limited,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-01-02,"1,3",2025-01-03,2025-01-03
Qube Research & Technologies Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2025-01-21,0,2025-01-22,
Qube Research & Technologies Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-12-09,"0,89",2024-12-10,
Qube Research & Technologies Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-12-06,"0,9",2024-12-09,
Qube Research & Technologies Limited,Lenzing Aktiengesellschaft,AT0000644505,2025-10-16,"0,49",2025-10-17,
Qube Research & Technologies Limited,Lenzing Aktiengesellschaft,AT0000644505,2025-10-14,"0,5",2025-10-15,
Qube Research & Technologies Limited,Lenzing Aktiengesellschaft,AT0000644505,2025-10-10,"0,49",2025-10-13,
Qube Research & Technologies Limited,Lenzing Aktiengesellschaft,AT0000644505,2025-08-29,"0,5",2025-09-01,
Qube Research & Technologies Limited,Lenzing Aktiengesellschaft,AT0000644505,2025-08-07,"0,48",2025-08-08,
Qube Research & Technologies Limited,Lenzing Aktiengesellschaft,AT0000644505,2025-07-04,"0,5",2025-07-07,
Qube Research & Technologies Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-10-20,"0,02",2025-10-21,
Qube Research & Technologies Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-10-13,"0,6",2025-10-14,
Qube Research & Technologies Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-09-12,"0,51",2025-09-15,
Qube Research & Technologies Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-09-11,"0,49",2025-09-12,
Qube Research & Technologies Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-08-28,"0,5",2025-08-29,
Qube Research and Technologies,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-11-19,"0,81",2024-11-20,
Qube Research and Technologies,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-09-26,"0,7",2024-09-27,
Qube Research and Technologies,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-08-01,"0,62",2024-08-02,
Qube Research and Technologies,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-07-31,"0,59",2024-08-01,
Qube Research and Technologies,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-07-19,"0,6",2024-07-22,
Qube Research and Technologies,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-06-17,"0,5",2024-06-18,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-11-12,"0,8",2024-11-13,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-10-31,"0,79",2024-11-01,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-10-23,"0,8",2024-10-24,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-10-08,"0,71",2024-10-09,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-10-04,"0,61",2024-10-04,2024-10-04
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-10-03,"0,61",2024-10-04,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-10-01,"0,54",2024-10-02,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-09-23,"0,47",2024-09-24,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-09-20,"0,51",2024-09-23,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-09-18,"0,49",2024-09-19,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-09-13,"0,57",2024-09-16,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-09-12,"0,61",2024-09-13,
Qube Research and Technologies,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-09-11,"0,59",2024-09-12,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-07-31,"0,42",2024-08-01,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-07-24,"0,58",2024-07-25,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-07-23,"0,6",2024-07-24,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-07-22,"0,59",2024-07-23,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-07-03,"0,67",2024-07-04,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-06-26,"0,77",2024-06-27,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-06-24,"0,85",2024-06-25,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-06-21,"0,9",2024-06-24,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-06-13,"0,83",2024-06-14,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-06-06,"0,71",2024-06-07,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-05-29,"0,61",2024-05-30,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-05-17,"0,51",2024-05-20,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-05-16,"0,49",2024-05-17,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-05-10,"0,53",2024-05-13,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-05-09,"0,48",2024-05-10,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-05-08,"0,5",2024-05-09,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-03-14,"0,49",2024-03-15,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-03-04,"0,59",2024-03-05,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-01-30,"0,6",2024-01-31,
Qube Research and Technologies,Wienerberger AG,AT0000831706,2024-01-29,"0,52",2024-01-30,
RAM ACTIVE INVESTMENTS SA,Zumtobel Group AG,AT0000837307,2018-03-22,"0,48",2018-03-23,
RAM ACTIVE INVESTMENTS SA,Zumtobel Group AG,AT0000837307,2018-03-15,"0,5",2018-03-16,
RAM ACTIVE INVESTMENTS SA,Zumtobel Group AG,AT0000837307,2018-03-09,"0,49",2018-03-12,
RAM ACTIVE INVESTMENTS SA,Zumtobel Group AG,AT0000837307,2018-02-23,"0,52",2018-02-26,
RBR Capital Advisors AG,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2016-01-22,"0,6",2016-01-25,2017-08-16
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-08-23,"0,49",2018-08-23,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-08-13,"0,59",2018-08-14,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-08-01,"0,69",2018-08-01,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-07-20,"0,79",2018-07-20,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-07-02,"0,89",2018-07-02,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-06-19,"0,99",2018-06-19,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-06-08,"1,08",2018-06-08,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-06-01,"1,19",2018-06-01,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-05-25,"1,29",2018-05-25,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-05-14,"1,39",2018-05-15,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-05-02,"1,49",2018-05-02,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-04-24,"1,58",2018-04-25,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-04-12,"1,69",2018-04-13,
Renaissance Technologies LLC,DO & CO Aktiengesellschaft,AT0000818802,2018-04-03,"1,74",2018-04-03,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2021-01-13,"0,43",2021-01-14,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2021-01-12,"0,51",2021-01-13,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-12-16,"0,69",2020-12-17,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-12-14,"0,79",2020-12-15,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-10-30,"0,82",2020-11-02,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-10-29,"0,93",2020-10-30,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-10-28,"1,1",2020-10-29,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-04-14,"1,2",2020-04-15,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-03-18,"1,3",2020-03-19,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-03-16,"1,22",2020-03-17,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-01-28,"1,04",2020-01-29,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2020-01-07,"0,9",2020-01-08,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2019-12-27,"0,83",2019-12-30,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2019-12-19,"0,71",2019-12-20,
Rye Bay Capital LLP,Lenzing Aktiengesellschaft,AT0000644505,2019-12-17,"0,61",2019-12-18,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-05-04,"0,47",2021-05-05,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-05-03,"0,74",2021-05-04,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-04-28,"0,87",2021-04-29,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-04-27,"0,9",2021-04-28,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-04-26,"1,05",2021-04-27,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-04-12,"1,4",2021-04-13,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-04-08,"1,68",2021-04-09,
Rye Bay Capital LLP,PORR AG,AT0000609607,2021-04-06,"1,73",2021-04-07,
Rye Bay Capital LLP,PORR AG,AT0000609607,2018-12-03,"1,8",2018-12-04,
Rye Bay Capital LLP,PORR AG,AT0000609607,2018-11-30,"1,44",2018-12-03,
Rye Bay Capital LLP,PORR AG,AT0000609607,2018-11-29,"1,32",2018-11-30,
Rye Bay Capital LLP,PORR AG,AT0000609607,2018-01-31,"1,25",2018-02-01,
Rye Bay Capital LLP,PORR AG,AT0000609607,2018-01-29,"1,11",2018-01-30,
Rye Bay Capital LLP,PORR AG,AT0000609607,2017-11-20,"1,02",2017-11-21,
Rye Bay Capital LLP,PORR AG,AT0000609607,2017-09-13,"0,9",2017-09-14,
Rye Bay Capital LLP,PORR AG,AT0000609607,2017-09-12,"0,71",2017-09-13,
Rye Bay Capital LLP,PORR AG,AT0000609607,2017-09-11,"0,65",2017-09-12,
Sandbar Asset Management,Andritz AG,AT0000730007,2020-10-19,"0,44",2020-10-20,
