Position Holder,Issuer,ISIN,Position Date,Net Short Position (%),Reporting Date,Cancellation Date
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-08-24,"0,99",2016-06-06,
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-08-13,"1,01",2016-06-06,
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-08-04,"0,96",2016-06-06,
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-06-10,1,2016-06-06,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2016-02-02,0,2016-02-03,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2016-01-29,"1,18",2016-02-01,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2016-01-21,"1,21",2016-01-22,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2016-01-13,"1,01",2016-01-14,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2015-12-18,"0,89",2015-12-21,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2015-12-09,"0,93",2015-12-10,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2013-05-29,"0,39",2013-05-30,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2013-05-21,"0,54",2013-05-22,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2012-11-21,"0,34",2012-11-22,
GLG Partners LP,conwert Immobilien Invest SE,AT0000697750,2012-11-19,"0,5",2012-11-20,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-01-22,"0,45",2021-01-25,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-10-22,"0,59",2020-10-23,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-08-03,"0,6",2020-08-04,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-05-21,"0,5",2020-05-22,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-04-27,"0,47",2020-04-28,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-03-11,"0,59",2020-03-12,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-03-02,"0,6",2020-03-03,
GLG Partners LP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-06-24,"0,5",2019-06-25,
GMT Capital Corp,PORR AG,AT0000609607,2022-09-16,0,2022-09-16,
GMT Capital Corp,PORR AG,AT0000609607,2021-07-30,"0,59",2021-08-02,
GMT Capital Corp,PORR AG,AT0000609607,2021-06-17,"0,68",2021-06-18,
GMT Capital Corp,PORR AG,AT0000609607,2021-03-12,"0,73",2021-03-13,
GMT Capital Corp,PORR AG,AT0000609607,2021-03-05,"1,09",2021-03-08,
GMT Capital Corp,PORR AG,AT0000609607,2021-02-16,"0,89",2021-02-17,
GMT Capital Corp,PORR AG,AT0000609607,2021-02-09,"0,95",2021-02-10,
GMT Capital Corp,PORR AG,AT0000609607,2021-01-21,"1,08",2021-01-22,
GMT Capital Corp,PORR AG,AT0000609607,2020-08-21,"1,28",2020-08-24,
GMT Capital Corp,PORR AG,AT0000609607,2020-08-10,"1,9",2020-08-11,
GMT Capital Corp,PORR AG,AT0000609607,2019-08-13,"1,48",2020-08-14,
GMT Capital Corp,PORR AG,AT0000609607,2019-07-30,"2,14",2019-07-30,
GMT Capital Corp,PORR AG,AT0000609607,2019-07-29,"2,07",2019-07-29,
GMT Capital Corp,PORR AG,AT0000609607,2019-05-03,"1,92",2019-05-03,
GMT Capital Corp,PORR AG,AT0000609607,2019-04-26,"1,82",2019-04-26,
GMT Capital Corp,PORR AG,AT0000609607,2019-04-16,"1,6",2019-04-16,
GMT Capital Corp,PORR AG,AT0000609607,2019-04-09,"1,5",2019-04-10,
GMT Capital Corp,PORR AG,AT0000609607,2019-04-03,"1,4",2019-04-03,
GMT Capital Corp,PORR AG,AT0000609607,2019-03-26,"1,35",2019-03-26,
GMT Capital Corp,PORR AG,AT0000609607,2019-03-20,"1,22",2019-03-20,
GMT Capital Corp,PORR AG,AT0000609607,2019-03-19,"1,13",2019-03-19,
GMT Capital Corp,PORR AG,AT0000609607,2018-11-08,1,2018-11-09,
GMT Capital Corp,PORR AG,AT0000609607,2018-09-17,"0,95",2018-09-18,
GMT Capital Corp,PORR AG,AT0000609607,2018-09-05,"0,81",2018-09-05,
GMT Capital Corp,PORR AG,AT0000609607,2018-08-27,"0,71",2018-08-28,
GMT Capital Corp,PORR AG,AT0000609607,2018-08-13,"0,6",2018-08-14,
GMT Capital Corp,PORR AG,AT0000609607,2018-08-03,"0,5",2018-08-06,
GMT Capital Corp.,PORR AG,AT0000609607,2022-02-25,"0,33",2022-02-26,
GMT Capital Corp.,PORR AG,AT0000609607,2021-11-24,"0,64",2021-11-25,
GSA Capital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-10-06,"1,33",2017-10-09,
GSA Capital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-09-25,"1,21",2017-09-26,
GSA Capital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-09-21,"1,12",2017-09-22,
GSA Capital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-09-19,"0,91",2017-09-20,
GSA Capital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-09-06,"0,73",2017-09-07,
GSA Capital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-08-25,"0,51",2017-08-28,
GSA Capital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-10-03,"0,5",2017-10-04,
GSA Capital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-09-28,"0,49",2017-09-29,
GSA Capital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-09-27,"0,5",2017-09-28,
GSA Capital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-09-26,"0,49",2017-09-27,
GSA Capital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-07-14,"0,59",2017-07-17,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2019-01-10,"0,49",2019-01-11,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2019-01-03,"0,59",2019-01-11,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-12-18,"0,69",2018-12-19,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-11-27,"0,79",2018-11-28,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-11-19,"0,88",2018-11-20,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-10-31,"0,99",2018-11-01,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-10-18,"1,09",2018-10-19,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-09-24,"1,19",2018-09-25,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-09-11,"1,21",2018-09-12,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-09-07,"1,19",2018-09-10,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-09-06,"0,91",2018-09-07,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-08-30,"0,73",2018-08-31,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-08-29,"1,09",2018-08-30,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-08-14,"1,11",2018-08-15,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-07-27,"1,01",2018-07-30,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-07-23,"0,93",2018-07-24,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-07-16,"0,81",2018-07-17,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-03-23,"0,74",2018-03-26,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-03-20,"0,85",2018-03-23,
GSA Capital Partners LLP,Zumtobel Group AG,AT0000837307,2018-03-19,"0,91",2018-03-20,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-12-15,"0,4",2017-12-18,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-23,"0,56",2017-11-24,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-22,"0,65",2017-11-23,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-17,"0,72",2017-11-20,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-16,"0,69",2017-11-17,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-10,"0,74",2017-11-13,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-08,"0,87",2017-11-09,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-03,"0,97",2017-11-06,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-02,"1,04",2017-11-03,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-10-25,"1,17",2017-10-26,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-10-20,"1,28",2017-10-23,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-09-08,"0,8",2017-09-11,
GSA Capitital Partners LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-08-31,"0,63",2017-09-01,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-11-17,"0,49",2017-11-20,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-10-25,"0,5",2017-10-26,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-10-23,"0,49",2017-10-24,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-06-02,"0,69",2017-06-05,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-31,"0,7",2017-06-01,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-30,"0,69",2017-05-31,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-29,"0,7",2017-05-30,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-26,"0,69",2017-05-29,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-24,"0,7",2017-05-25,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-09,"0,69",2017-05-10,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-05,"0,7",2017-05-08,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-02-22,"0,61",2017-02-23,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-02-03,"0,5",2017-02-06,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2016-11-23,"0,49",2016-11-24,
GSA Capitital Partners LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2016-11-03,"0,5",2016-11-04,
GSA Capitital Partners LLP,Semperit Aktiengesellschaft Holding,AT0000785555,2017-08-03,"0,44",2017-08-04,
GSA Capitital Partners LLP,Semperit Aktiengesellschaft Holding,AT0000785555,2017-06-12,"0,5",2017-06-13,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-05-15,"0,79",2018-05-16,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-04-09,"0,8",2018-04-10,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-03-12,"0,82",2018-03-13,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-03-01,"0,7",2018-03-02,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-02-21,"0,68",2018-02-22,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-02-20,"0,72",2018-02-21,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-02-09,"0,8",2018-02-12,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-02-06,"0,78",2018-02-07,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-01-26,"0,82",2018-01-29,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-01-25,"0,79",2018-01-26,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-01-11,"0,6",2018-01-12,
GSA Capitital Partners LLP,Zumtobel Group AG,AT0000837307,2018-01-10,"0,58",2018-01-11,
Hengistbury Investment Partners LLP,VERBUND AG,AT0000746409,2016-01-20,"0,44",2016-01-21,
Hengistbury Investment Partners LLP,VERBUND AG,AT0000746409,2016-01-19,"0,53",2016-01-20,
Hengistbury Investment Partners LLP,VERBUND AG,AT0000746409,2015-07-10,"0,67",2015-07-13,
Hengistbury Investment Partners LLP,VERBUND AG,AT0000746409,2015-07-09,"0,52",2015-07-10,
Immersion Capital LLP,Andritz AG,AT0000730007,2022-02-28,"0,33",2022-03-01,
Immersion Capital LLP,Andritz AG,AT0000730007,2022-01-28,"0,65",2022-01-31,
Immersion Capital LLP,Andritz AG,AT0000730007,2021-02-08,"0,66",2021-02-09,
Immersion Capital LLP,Andritz AG,AT0000730007,2021-02-04,"0,79",2021-02-05,
Immersion Capital LLP,Andritz AG,AT0000730007,2021-02-03,"0,82",2021-02-04,
Immersion Capital LLP,Andritz AG,AT0000730007,2021-02-02,"1,1",2021-02-03,
Immersion Capital LLP,Andritz AG,AT0000730007,2021-01-29,"1,36",2021-02-01,
Immersion Capital LLP,Andritz AG,AT0000730007,2021-01-28,"1,54",2021-01-29,
Immersion Capital LLP,Andritz AG,AT0000730007,2020-05-22,"1,6",2020-05-25,
Immersion Capital LLP,Andritz AG,AT0000730007,2020-05-21,"1,51",2020-05-22,
Immersion Capital LLP,Andritz AG,AT0000730007,2020-05-20,"1,42",2020-05-21,
Immersion Capital LLP,Andritz AG,AT0000730007,2020-02-10,"1,23",2020-02-11,
Immersion Capital LLP,Andritz AG,AT0000730007,2020-02-07,"1,16",2020-02-10,
Immersion Capital LLP,Andritz AG,AT0000730007,2020-01-14,"1,06",2020-01-15,
Immersion Capital LLP,Andritz AG,AT0000730007,2019-11-29,"0,9",2019-12-02,
Immersion Capital LLP,Andritz AG,AT0000730007,2019-11-28,"0,81",2019-11-29,
Immersion Capital LLP,Andritz AG,AT0000730007,2019-11-27,"0,52",2019-11-28,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2017-04-25,"0,48",2017-04-26,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2017-04-19,"0,56",2017-04-20,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2016-08-18,"0,61",2016-08-19,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2016-08-17,"0,75",2016-08-18,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2016-05-31,"0,85",2016-06-01,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2016-05-27,"0,79",2016-05-31,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2016-03-16,"0,64",2016-03-17,
Insight Investment Management (Global) Limited,Wienerberger AG,AT0000831706,2016-03-11,"0,51",2016-03-14,
"Jane Street Group, LLC",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-05-16,"0,48",2024-05-17,
"Jane Street Group, LLC",AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-02-07,"0,51",2024-02-08,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-09-16,"0,81",2025-09-17,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2025-08-27,"0,55",2025-08-28,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-12-20,"0,31",2024-12-23,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-12-18,"0,58",2024-12-19,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-11-14,"0,64",2024-11-15,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-11-05,"0,59",2024-11-06,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-10-31,"0,66",2024-11-01,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-10-24,"0,73",2024-10-25,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-08-08,"0,69",2024-08-09,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-04-29,"0,59",2024-04-30,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-04-22,"0,69",2024-04-23,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-03-21,"0,77",2024-03-22,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-02-14,"0,87",2024-02-15,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-02-12,"0,98",2024-02-13,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2024-02-07,"1,09",2024-02-08,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-12-12,"1,12",2023-12-13,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-12-07,"1,03",2023-12-08,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-11-09,"0,99",2023-11-10,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-11-06,"1,09",2023-11-07,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2023-09-08,"1,1",2023-09-12,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-11-15,"1,07",2022-11-16,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-11-14,"1,16",2022-11-15,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-11-10,"1,28",2022-11-11,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-11-04,"1,3",2022-11-07,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-10-25,"1,21",2022-10-26,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-10-24,"1,19",2022-10-25,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-10-21,"1,03",2022-10-24,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-10-20,"0,97",2022-10-21,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-10-13,"0,83",2022-10-14,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-09-05,"0,71",2022-09-06,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-09-02,"0,63",2022-09-05,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2022-08-03,"0,59",2022-08-04,
JPMorgan Asset Management (UK) Limited,FACC AG,AT00000FACC2,2015-07-17,"0,34",2015-07-20,
JPMorgan Asset Management (UK) Limited,FACC AG,AT00000FACC2,2015-02-10,"0,67",2015-02-11,
JPMorgan Asset Management (UK) Limited,FACC AG,AT00000FACC2,2015-01-28,"0,55",2015-01-29,
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,PALFINGER AG,AT0000758305,2025-10-20,"0,5",2025-10-21,
JPMorgan Asset Management (UK) Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2015-10-09,"0,98",2015-10-12,
JPMorgan Asset Management (UK) Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2015-08-20,"1,12",2015-08-21,
JPMorgan Asset Management (UK) Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2015-07-21,"1,07",2015-07-22,
JPMorgan Asset Management (UK) Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2015-07-10,"0,74",2015-07-13,
JPMorgan Asset Management (UK) Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2015-07-06,"0,62",2015-07-07,
JPMorgan Asset Management (UK) Limited,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2015-06-22,"0,56",2015-06-23,
JPMorgan Asset Management (UK) Limited,Wienerberger AG,AT0000831706,2015-02-17,"0,47",2015-02-18,
JPMorgan Asset Management (UK) Limited,Wienerberger AG,AT0000831706,2015-01-29,"0,52",2015-01-30,
JPMorgan Asset Management (UK) Limited,Zumtobel Group AG,AT0000837307,2016-05-12,"1,04",2016-05-13,
JPMorgan Asset Management (UK) Limited,Zumtobel Group AG,AT0000837307,2016-01-19,"0,8",2016-01-20,
JPMorgan Asset Management (UK) Limited,Zumtobel Group AG,AT0000837307,2016-01-11,"0,7",2016-01-12,
JPMorgan Asset Management (UK) Limited,Zumtobel Group AG,AT0000837307,2016-01-05,"0,6",2016-01-06,
JPMorgan Asset Management (UK) Limited,Zumtobel Group AG,AT0000837307,2015-12-07,"0,5",2015-12-08,
JPMorgan Asset Management (UK) Ltd,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2017-10-17,"0,49",2017-10-18,
JPMorgan Asset Management (UK) Ltd,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2017-10-13,"0,55",2017-10-16,
JPMorgan Asset Management (UK) Ltd,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2017-10-12,"0,63",2017-10-13,
JPMorgan Asset Management (UK) Ltd,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2017-10-10,"0,77",2017-10-11,
JPMorgan Asset Management (UK) Ltd,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2017-10-09,"0,91",2017-10-10,
